customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C5338-4503,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.69,518.06,No
C5339-5204,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.4,1964.16,No
C5340-3715,Female,0,No,No,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,70.85,2613.58,No
C5341-6527,Male,0,No,No,14,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.84,905.33,Yes
C5342-6101,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,119.82,2989.82,No
C5343-5025,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,91.88,916.32,No
C5344-3566,Female,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.69,2127.34,No
C5345-4587,Male,0,No,No,56,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),69.42,3905.84,No
C5346-5480,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,113.21,2277.29,No
C5347-5246,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,114.07,5363.41,No
C5348-3783,Female,0,No,No,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),83.75,2146.82,No
C5349-6237,Female,0,No,No,21,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,99.44,2049.36,No
C5350-3038,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.83,1045.28,No
C5351-5508,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,119.91,2756.78,No
C5352-2093,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,104.78,5042.56,No
C5353-5248,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.31,3984.57,No
C5354-8055,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,104.32,1142.76,Yes
C5355-8359,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),82.62,3129.17,No
C5356-7251,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.73,928.02,No
C5357-7710,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,94.45,964.4,Yes
C5358-1593,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),101.39,701.28,No
C5359-4072,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),123.13,858.68,Yes
C5360-6887,Female,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),92.05,4614.84,No
C5361-8204,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,130.28,1281.38,No
C5362-6245,Male,0,No,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,88.91,1850.57,No
C5363-8682,Female,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,109.56,3935.06,No
C5364-3457,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,77.0,2597.97,No
C5365-2381,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.18,2768.28,Yes
C5366-1777,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,118.98,1073.67,Yes
C5367-6243,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.86,3925.78,No
C5368-6985,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,97.47,1958.93,Yes
C5369-3567,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.94,2703.86,Yes
C5370-8052,Female,1,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.16,2264.58,No
C5371-7651,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.85,2201.4,Yes
C5372-4240,Female,1,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.96,5294.37,No
C5373-3148,Male,1,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),111.64,5483.48,No
C5374-7680,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.67,2499.13,No
C5375-7041,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.88,2672.17,No
C5376-2536,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,76.68,No
C5377-3295,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,96.3,2410.17,No
C5378-5373,Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,103.52,7071.2,No
C5379-5599,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.78,1245.76,Yes
C5380-2493,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.2,729.47,No
C5381-9536,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,103.03,820.7,Yes
C5382-4497,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,90.55,735.16,No
C5383-4431,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.82,1656.42,Yes
C5384-1544,Male,1,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.98,646.43,No
C5385-8880,Male,1,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.23,195.63,No
C5386-3116,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.65,4738.56,No
C5387-9881,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),109.84,6932.1,No
C5388-5463,Female,1,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.76,724.07,No
C5389-8872,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.4,3101.37,No
C5390-2611,Male,1,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),81.08,5835.69,No
C5391-2492,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.04,752.83,No
C5392-8209,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,120.49,466.71,Yes
C5393-8376,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.86,1951.83,No
C5394-5887,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.17,2272.81,No
C5395-1289,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.49,1474.69,No
C5396-9492,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.62,407.6,No
C5397-4539,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.86,6290.4,No
C5398-9422,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.16,1438.14,No
C5399-8835,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),95.21,1167.83,Yes
C5400-8662,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),134.46,3887.71,No
C5401-7198,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),111.58,2344.38,No
C5402-7058,Male,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.17,3369.26,No
C5403-5794,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.49,7329.18,Yes
C5404-1222,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.28,958.46,No
C5405-4490,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,104.78,5151.82,No
C5406-7574,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.36,2291.83,Yes
C5407-8309,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,102.04,4376.89,No
C5408-6035,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.35,980.42,No
C5409-7385,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.97,553.12,No
C5410-1195,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.38,3707.68,Yes
C5411-5215,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.04,566.05,No
C5412-5569,Female,1,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.58,950.65,Yes
C5413-9031,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,128.63,6067.56,No
C5414-3799,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.11,546.26,Yes
C5415-3069,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.05,5100.13,No
C5416-4171,Female,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,509.62,No
C5417-2533,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.54,3132.98,Yes
C5418-6025,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.3,317.26,No
C5419-6784,Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,85.12,2555.23,No
C5420-8209,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.42,1627.74,No
C5421-9746,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),123.04,8852.73,No
C5422-1662,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.02,759.96,Yes
C5423-3225,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.69,2187.23,No
C5424-3706,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.73,6575.57,No
C5425-3246,Female,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),76.83,2860.78,No
C5426-8444,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,119.54,8623.13,Yes
C5427-2255,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),120.03,2505.85,No
C5428-1267,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,76.68,1826.56,No
C5429-8744,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.2,3515.3,No
C5430-9652,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),94.86,2085.01,No
C5431-3037,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),121.21,958.61,Yes
C5432-3995,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.54,749.84,Yes
C5433-5528,Female,0,Yes,Yes,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.47,3921.93,No
C5434-5733,Male,0,Yes,Yes,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,86.58,2229.64,No
C5435-9916,Female,1,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),119.51,5394.95,Yes
C5436-4636,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),130.1,6506.41,No
C5437-1109,Male,1,No,Yes,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.29,1621.55,No
C5438-4804,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,107.57,3569.75,Yes
C5439-6007,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.98,602.66,No
C5440-5651,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),124.74,1881.91,No
C5441-5610,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.61,1815.14,No
C5442-9302,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.9,2852.85,Yes
C5443-8266,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),121.21,744.08,Yes
C5444-3265,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,114.07,2378.25,No
C5445-4197,Female,1,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.75,1021.69,Yes
C5446-7007,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.87,2695.98,No
C5447-4692,Male,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,100.35,2833.16,Yes
C5448-4855,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),139.65,6281.31,No
C5449-2511,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,127.1,5709.63,Yes
C5450-3289,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,550.29,No
C5451-7666,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.0,1477.43,No
C5452-8585,Male,1,Yes,No,34,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),72.32,2423.79,No
C5453-8061,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.87,1088.4,No
C5454-3770,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.99,6415.31,Yes
C5455-2229,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.99,2893.37,Yes
C5456-2437,Female,0,No,No,46,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,78.32,3595.29,Yes
C5457-4540,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),95.08,852.42,No
C5458-5659,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.26,848.14,No
C5459-9035,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.04,487.38,No
C5460-9088,Female,1,No,No,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.92,2026.74,No
C5461-1024,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.05,3969.18,No
C5462-7367,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.0,1438.99,Yes
C5463-3688,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.87,2608.35,Yes
C5464-2780,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.98,813.08,No
C5465-5994,Female,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,98.21,5079.79,No
C5466-1305,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.2,3683.1,No
C5467-4006,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),128.51,758.3,No
C5468-5969,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.56,780.51,Yes
C5469-3448,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.85,528.75,No
C5470-6339,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.84,254.05,Yes
C5471-5139,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.62,573.07,Yes
C5472-8193,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,91.84,2778.39,Yes
C5473-2633,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,125.83,4520.64,No
C5474-1513,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),77.6,1784.52,No
C5475-5766,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.86,2289.14,Yes
C5476-3311,Female,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.76,335.78,No
C5477-7359,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,113.94,1588.92,Yes
C5478-1839,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.95,2359.89,Yes
C5479-6177,Female,1,No,No,47,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.85,4293.3,Yes
C5480-9907,Female,0,No,Yes,22,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),77.4,1699.79,Yes
C5481-1837,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.28,657.53,No
C5482-3716,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,76.58,1084.72,No
C5483-8598,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,434.45,Yes
C5484-5801,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.07,849.03,No
C5485-2574,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,88.64,3657.9,No
C5486-2917,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.45,745.19,No
C5487-7882,Female,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,677.97,No
C5488-8747,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.33,2730.88,No
C5489-4244,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,96.32,6961.7,No
C5490-5264,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.27,1540.01,No
C5491-8044,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,82.09,1271.75,No
C5492-2592,Male,1,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.59,2485.71,No
C5493-2856,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),92.95,2023.11,No
C5494-7969,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.17,1463.58,No
C5495-2679,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),114.84,484.85,No
C5496-7936,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.35,2663.02,No
C5497-5472,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,104.71,1480.74,No
C5498-9909,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,131.39,1217.8,No
C5499-1296,Female,0,No,No,48,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.47,3201.87,No
C5500-9512,Female,0,Yes,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.36,1187.3,No
C5501-3027,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.33,1285.43,No
C5502-1315,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),83.87,670.94,No
C5503-7515,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),123.53,2096.01,No
C5504-5792,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.64,904.61,No
C5505-8535,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.66,4846.23,No
C5506-1975,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),106.42,1484.22,No
C5507-1726,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),101.68,1662.89,No
C5508-6104,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,109.2,1633.28,No
C5509-8937,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,69.11,2638.11,No
C5510-4651,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,107.01,5057.59,No
C5511-8176,Male,1,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,103.08,2590.63,Yes
C5512-9154,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.46,1314.89,Yes
