customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,service_count,avg_monthly_spend
C6568-2440,Male,0,No,No,29,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.17,2750.17,No,25-48 months,3,94.83344827586207
C6569-2716,Male,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.34,158.19,No,0-12 months,0,17.576666666666668
C6570-8545,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,111.27,2647.13,No,13-24 months,4,110.29708333333333
C6571-6747,Female,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.24,740.15,No,13-24 months,1,32.18043478260869
C6572-1273,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),132.01,2919.46,No,13-24 months,6,132.7027272727273
C6573-6655,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.77,851.64,No,13-24 months,1,40.55428571428571
C6574-2230,Female,1,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.4,2407.62,No,49-72 months,2,33.439166666666665
C6575-4789,Male,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.78,4302.99,Yes,25-48 months,5,93.54326086956522
C6576-1342,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.24,752.56,No,0-12 months,2,94.07
C6577-1811,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.76,305.59,Yes,0-12 months,3,101.86333333333333
C6578-2193,Female,0,No,No,23,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.98,1684.79,No,13-24 months,1,73.25173913043479
C6579-4899,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,73.36,4239.2,No,49-72 months,4,73.08965517241379
C6580-5167,Female,1,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.98,1031.05,No,0-12 months,4,103.10499999999999
C6581-4174,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,101.13,5234.63,No,49-72 months,3,100.66596153846154
C6582-6580,Female,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,94.32,1130.88,No,0-12 months,2,94.24000000000001
C6583-7483,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,112.27,2166.27,No,13-24 months,5,114.0142105263158
C6584-7557,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,105.42,2357.3,No,13-24 months,5,107.15
C6585-6210,Male,1,Yes,Yes,27,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,79.6,2124.17,No,25-48 months,3,78.67296296296297
C6586-5909,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.6,300.31,No,0-12 months,2,50.05166666666667
C6587-5423,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,103.44,843.52,Yes,0-12 months,4,105.44
C6588-3141,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.24,849.5,No,13-24 months,1,47.19444444444444
C6589-5382,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.98,147.9,No,0-12 months,1,36.975
C6590-1090,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.38,487.91,No,13-24 months,1,28.70058823529412
C6591-9695,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),111.5,3556.21,No,25-48 months,4,111.1315625
C6592-4330,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,128.18,1306.16,No,0-12 months,5,130.616
C6593-7805,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,132.59,2094.49,No,13-24 months,5,130.905625
C6594-9609,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,75.76,2116.23,No,25-48 months,4,75.57964285714286
C6595-5472,Female,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.51,224.49,No,0-12 months,1,32.07
C6596-8755,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,83.37,2651.49,No,25-48 months,1,82.8590625
C6597-5312,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.29,2543.82,No,13-24 months,4,105.9925
C6598-2190,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,111.34,1339.72,No,0-12 months,4,111.64333333333333
C6599-1238,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,141.89,8942.78,Yes,49-72 months,6,141.9488888888889
C6600-2220,Male,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),86.09,788.31,No,0-12 months,0,87.58999999999999
C6601-9481,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),114.55,3928.33,No,25-48 months,5,115.53911764705882
C6602-5275,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,110.19,3859.25,No,25-48 months,3,110.26428571428572
C6603-3872,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,161.38,Yes,0-12 months,0,17.93111111111111
C6604-5014,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,100.37,1201.85,No,0-12 months,4,100.15416666666665
C6605-3303,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),85.02,3292.63,No,25-48 months,6,84.42641025641026
C6606-8834,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,117.9,5788.08,No,49-72 months,4,118.12408163265306
C6607-9993,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.78,3415.79,No,25-48 months,3,103.50878787878787
C6608-1764,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.99,2092.5,No,25-48 months,1,53.65384615384615
C6609-7467,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.22,603.3,No,13-24 months,1,35.48823529411764
C6610-4020,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.34,6007.35,Yes,49-72 months,5,105.3921052631579
C6611-1426,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.13,495.3,No,0-12 months,4,99.06
C6612-9298,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.49,1757.33,No,25-48 months,3,58.577666666666666
C6613-1556,Male,1,No,No,55,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.3,4863.76,No,49-72 months,4,88.432
C6614-2852,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.98,5927.6,No,49-72 months,5,116.22745098039216
C6615-1229,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.26,102.51,Yes,0-12 months,6,102.51
C6616-5241,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),62.5,2971.05,No,25-48 months,2,63.21382978723405
C6617-6395,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,84.52,1322.84,No,13-24 months,3,82.6775
C6618-3885,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.27,1538.11,No,13-24 months,3,96.131875
C6619-1644,Male,1,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),97.16,3009.63,No,25-48 months,2,97.08483870967743
C6620-2045,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),104.42,957.37,No,0-12 months,3,106.37444444444445
C6621-9399,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.88,3106.43,No,25-48 months,4,88.75514285714286
C6622-8252,Female,0,No,No,53,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.54,4616.67,No,49-72 months,4,87.10698113207548
C6623-9431,Male,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),103.49,7141.61,No,49-72 months,2,103.50159420289854
C6624-5776,Male,1,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,5825.23,No,49-72 months,3,80.90597222222222
C6625-5913,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.69,3306.35,No,25-48 months,5,103.3234375
C6626-8073,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.58,735.48,No,13-24 months,1,52.534285714285716
C6627-6549,Male,1,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.84,1030.59,No,0-12 months,6,93.69
C6628-4927,Female,1,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),113.37,8141.17,No,49-72 months,5,113.07180555555556
C6629-3626,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.37,868.66,No,13-24 months,2,45.71894736842105
C6630-5369,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.67,188.75,No,0-12 months,4,94.375
C6631-1575,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.37,1015.57,No,0-12 months,4,84.63083333333334
C6632-2731,Male,1,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.04,1234.57,Yes,13-24 months,4,82.30466666666666
C6633-7636,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,49.46,2337.8,No,25-48 months,2,49.740425531914894
C6634-8811,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.71,6799.52,No,49-72 months,4,94.43777777777778
C6635-1915,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.79,1310.37,No,49-72 months,1,25.693529411764704
C6636-1872,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.85,1630.06,No,25-48 months,2,40.7515
C6637-1769,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.55,2576.15,No,49-72 months,1,35.77986111111111
C6638-8123,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.6,2730.3,No,49-72 months,1,54.606
C6639-3800,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.9,2201.18,Yes,49-72 months,1,34.939365079365075
C6640-3940,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.47,396.34,No,13-24 months,2,26.422666666666665
C6641-1112,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.5,669.55,No,0-12 months,2,83.69375
C6642-9752,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,107.53,1047.93,No,0-12 months,6,104.793
C6643-4905,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.71,1670.06,No,13-24 months,3,72.61130434782608
C6644-8176,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,101.75,7329.14,No,49-72 months,4,101.79361111111112
C6645-7368,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,84.42,1329.56,No,13-24 months,4,83.0975
C6646-2275,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.12,417.0,Yes,0-12 months,1,37.90909090909091
C6647-8211,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.92,3019.84,No,49-72 months,2,41.94222222222223
C6648-5952,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,125.16,4126.15,No,25-48 months,5,125.03484848484847
C6649-6438,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.03,643.67,No,13-24 months,1,35.75944444444444
C6650-2802,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),125.31,879.41,No,0-12 months,5,125.63
C6651-8621,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.79,587.93,No,0-12 months,3,97.98833333333333
C6652-9384,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.31,3029.72,No,49-72 months,2,55.085818181818176
C6653-4658,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.85,51.24,Yes,0-12 months,1,17.080000000000002
C6654-1832,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.33,1058.99,No,25-48 months,1,42.3596
C6655-8638,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),121.48,8625.65,No,49-72 months,6,121.48802816901409
C6656-8985,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.44,1305.51,No,13-24 months,5,81.594375
C6657-5557,Female,1,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,113.45,3733.76,No,25-48 months,4,113.14424242424244
C6658-6211,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,114.18,1485.68,No,13-24 months,4,114.28307692307693
C6659-3007,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.37,2641.1,No,49-72 months,1,36.68194444444444
C6660-1607,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),109.78,4053.36,No,25-48 months,3,109.55027027027027
C6661-9496,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.33,3724.35,Yes,49-72 months,2,53.205
C6662-5346,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.85,2481.8,Yes,25-48 months,5,91.91851851851852
C6663-3474,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.66,3537.34,Yes,25-48 months,4,107.19212121212122
C6664-7238,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.84,4739.66,No,25-48 months,4,118.4915
C6665-1235,Female,1,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.06,885.14,Yes,13-24 months,2,40.233636363636364
C6666-1719,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),128.33,6397.17,No,49-72 months,4,127.9434
C6667-3183,Female,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.54,1908.69,No,25-48 months,3,76.3476
C6668-5055,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,51.09,2228.73,No,25-48 months,1,50.65295454545455
C6669-4299,Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,96.53,6934.27,No,49-72 months,6,96.30930555555557
C6670-2685,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,94.97,2836.99,No,25-48 months,3,94.56633333333333
C6671-4161,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,137.38,2058.18,No,13-24 months,7,137.212
C6672-4004,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.76,2338.19,No,49-72 months,1,34.38514705882353
C6673-5721,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.44,3558.74,No,25-48 months,7,88.96849999999999
C6674-6064,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),124.88,2370.79,No,13-24 months,5,124.77842105263157
C6675-8947,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),76.68,989.52,No,13-24 months,2,76.11692307692307
C6676-8260,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,96.05,0.0,No,0-12 months,4,96.05
C6677-3630,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),100.19,2815.91,No,25-48 months,4,100.56821428571428
C6678-9123,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.04,2614.23,Yes,25-48 months,3,100.5473076923077
C6679-5686,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.56,531.71,No,0-12 months,2,44.30916666666667
C6680-2688,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,132.7,1590.57,Yes,0-12 months,6,132.54749999999999
C6681-4060,Female,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.33,533.84,No,13-24 months,1,41.06461538461539
C6682-7675,Female,1,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.87,845.02,No,25-48 months,1,33.8008
C6683-8395,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,93.23,5117.12,No,49-72 months,3,93.03854545454546
C6684-4366,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.81,1947.72,No,13-24 months,6,88.53272727272727
C6685-2418,Female,0,Yes,Yes,18,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.07,1776.98,No,13-24 months,5,98.72111111111111
C6686-2726,Male,1,No,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.97,623.34,Yes,0-12 months,3,77.9175
C6687-1931,Female,0,No,Yes,3,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,84.25,276.98,No,0-12 months,4,92.32666666666667
C6688-7287,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),85.56,792.18,No,0-12 months,4,88.02
C6689-5526,Female,0,No,No,16,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,74.99,1201.16,No,13-24 months,4,75.0725
C6690-5060,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.31,1561.04,No,13-24 months,4,111.50285714285714
C6691-7046,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,101.46,3260.53,No,25-48 months,5,101.8915625
C6692-8457,Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.69,2824.41,No,25-48 months,6,100.8717857142857
C6693-8158,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,92.55,838.68,No,0-12 months,3,93.18666666666667
C6694-2234,Male,0,No,No,32,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,72.15,2312.91,No,25-48 months,3,72.2784375
C6695-6306,Male,1,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,81.57,995.9,No,0-12 months,4,82.99166666666666
C6696-8941,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.65,2190.96,Yes,13-24 months,3,95.2591304347826
C6697-7963,Male,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.27,284.45,Yes,0-12 months,0,35.55625
C6698-3964,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),72.64,2332.15,No,25-48 months,4,72.8796875
C6699-4533,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.44,1367.89,No,13-24 months,5,105.2223076923077
C6700-9010,Male,0,Yes,No,68,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,74.86,5115.33,No,49-72 months,2,75.22544117647058
C6701-1295,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,108.77,1509.4,Yes,13-24 months,4,107.81428571428572
C6702-5728,Female,1,No,No,8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.77,874.36,No,0-12 months,7,109.295
C6703-2044,Female,1,Yes,No,14,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.6,1270.56,No,13-24 months,3,90.75428571428571
C6704-9050,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.83,1271.71,Yes,0-12 months,5,115.61
C6705-1348,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.58,158.15,Yes,0-12 months,3,79.075
C6706-1210,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.71,3801.53,Yes,49-72 months,2,52.79902777777778
C6707-3960,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),101.36,3730.04,No,25-48 months,3,100.81189189189189
C6708-2801,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,85.12,2393.95,No,25-48 months,4,85.49821428571428
C6709-5458,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),119.53,2421.06,Yes,13-24 months,5,121.053
C6710-3695,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,77.59,630.56,No,0-12 months,3,78.82
C6711-4206,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.49,350.93,No,0-12 months,3,87.7325
C6712-6083,Female,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,117.73,2733.23,Yes,13-24 months,4,118.83608695652174
C6713-6044,Male,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.4,1239.91,No,25-48 months,2,49.5964
C6714-9413,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.09,923.36,No,13-24 months,1,48.59789473684211
